date,network,daypart,viewers
201408,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1299
201408,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",334
201408,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",722
201408,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",374
201408,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",648
201408,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",956
201408,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",248
201408,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",462
201408,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",170
201408,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",347
201408,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",450
201408,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",143
201408,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",263
201408,A,"S,Su 6:00 AM - 8:00 AM",97
201408,B,"S,Su 6:00 AM - 8:00 AM",0
201408,C,"S,Su 6:00 AM - 8:00 AM",248
201408,D,"S,Su 6:00 AM - 8:00 AM",111
201408,E,"S,Su 6:00 AM - 8:00 AM",0
201409,A,"S,Su 8:00 AM - 1:00 PM",195
201409,B,"S,Su 8:00 AM - 1:00 PM",351
201409,C,"S,Su 8:00 AM - 1:00 PM",818
201409,D,"S,Su 8:00 AM - 1:00 PM",138
201409,E,"S,Su 8:00 AM - 1:00 PM",383
201409,A,"S,Su 1:00 PM - 8:00 PM",281
201409,B,"S,Su 1:00 PM - 8:00 PM",519
201409,C,"S,Su 1:00 PM - 8:00 PM",1058
201409,D,"S,Su 1:00 PM - 8:00 PM",174
201409,E,"S,Su 1:00 PM - 8:00 PM",460
201409,A,"M,T,W,R,F 6:00 AM - 10:00 AM",87
201409,B,"M,T,W,R,F 6:00 AM - 10:00 AM",159
201409,C,"M,T,W,R,F 6:00 AM - 10:00 AM",216
201409,D,"M,T,W,R,F 6:00 AM - 10:00 AM",162
201409,E,"M,T,W,R,F 6:00 AM - 10:00 AM",139
201409,A,"M,T,W,R,F 10:00 AM - 1:00 PM",131
201409,B,"M,T,W,R,F 10:00 AM - 1:00 PM",264
201409,C,"M,T,W,R,F 10:00 AM - 1:00 PM",431
201409,D,"M,T,W,R,F 10:00 AM - 1:00 PM",152
201409,E,"M,T,W,R,F 10:00 AM - 1:00 PM",227
201409,A,"M,T,W,R,F 1:00 PM - 4:00 PM",175
201409,B,"M,T,W,R,F 1:00 PM - 4:00 PM",349
201409,C,"M,T,W,R,F 1:00 PM - 4:00 PM",584
201409,D,"M,T,W,R,F 1:00 PM - 4:00 PM",105
201409,E,"M,T,W,R,F 1:00 PM - 4:00 PM",311
201409,A,"M,T,W,R,F 4:00 PM - 6:00 PM",182
201409,B,"M,T,W,R,F 4:00 PM - 6:00 PM",423
201409,C,"M,T,W,R,F 4:00 PM - 6:00 PM",631
201409,D,"M,T,W,R,F 4:00 PM - 6:00 PM",95
201409,E,"M,T,W,R,F 4:00 PM - 6:00 PM",376
201409,A,"M,T,W,R,F 6:00 PM - 8:00 PM",256
201409,B,"M,T,W,R,F 6:00 PM - 8:00 PM",553
201409,C,"M,T,W,R,F 6:00 PM - 8:00 PM",738
201409,D,"M,T,W,R,F 6:00 PM - 8:00 PM",159
201409,E,"M,T,W,R,F 6:00 PM - 8:00 PM",486
201409,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",536
201409,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",961
201409,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1271
201409,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",423
201409,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",789
201409,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",348
201409,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",529
201409,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",884
201409,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",277
201409,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",449
201409,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",178
201409,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",296
201409,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",418
201409,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",157
201409,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",222
201409,A,"S,Su 6:00 AM - 8:00 AM",99
201409,B,"S,Su 6:00 AM - 8:00 AM",0
201409,C,"S,Su 6:00 AM - 8:00 AM",265
201409,D,"S,Su 6:00 AM - 8:00 AM",118
201409,E,"S,Su 6:00 AM - 8:00 AM",0
201410,A,"S,Su 8:00 AM - 1:00 PM",169
201410,B,"S,Su 8:00 AM - 1:00 PM",412
201410,C,"S,Su 8:00 AM - 1:00 PM",822
201410,D,"S,Su 8:00 AM - 1:00 PM",156
201410,E,"S,Su 8:00 AM - 1:00 PM",366
201410,A,"S,Su 1:00 PM - 8:00 PM",284
201410,B,"S,Su 1:00 PM - 8:00 PM",519
201410,C,"S,Su 1:00 PM - 8:00 PM",1020
201410,D,"S,Su 1:00 PM - 8:00 PM",192
201410,E,"S,Su 1:00 PM - 8:00 PM",479
201410,A,"M,T,W,R,F 6:00 AM - 10:00 AM",88
201410,B,"M,T,W,R,F 6:00 AM - 10:00 AM",153
201410,C,"M,T,W,R,F 6:00 AM - 10:00 AM",186
201410,D,"M,T,W,R,F 6:00 AM - 10:00 AM",161
201410,E,"M,T,W,R,F 6:00 AM - 10:00 AM",130
201410,A,"M,T,W,R,F 10:00 AM - 1:00 PM",106
201410,B,"M,T,W,R,F 10:00 AM - 1:00 PM",271
201410,C,"M,T,W,R,F 10:00 AM - 1:00 PM",382
201410,D,"M,T,W,R,F 10:00 AM - 1:00 PM",155
201410,E,"M,T,W,R,F 10:00 AM - 1:00 PM",222
201410,A,"M,T,W,R,F 1:00 PM - 4:00 PM",139
201410,B,"M,T,W,R,F 1:00 PM - 4:00 PM",339
201410,C,"M,T,W,R,F 1:00 PM - 4:00 PM",494
201410,D,"M,T,W,R,F 1:00 PM - 4:00 PM",104
201410,E,"M,T,W,R,F 1:00 PM - 4:00 PM",287
201410,A,"M,T,W,R,F 4:00 PM - 6:00 PM",173
201410,B,"M,T,W,R,F 4:00 PM - 6:00 PM",440
201410,C,"M,T,W,R,F 4:00 PM - 6:00 PM",533
201410,D,"M,T,W,R,F 4:00 PM - 6:00 PM",112
201410,E,"M,T,W,R,F 4:00 PM - 6:00 PM",378
201410,A,"M,T,W,R,F 6:00 PM - 8:00 PM",250
201410,B,"M,T,W,R,F 6:00 PM - 8:00 PM",614
201410,C,"M,T,W,R,F 6:00 PM - 8:00 PM",687
201410,D,"M,T,W,R,F 6:00 PM - 8:00 PM",161
201410,E,"M,T,W,R,F 6:00 PM - 8:00 PM",467
201410,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",553
201410,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1055
201410,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1133
201410,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",411
201410,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",788
201410,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",355
201410,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",570
201410,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",847
201410,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",298
201410,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",489
201410,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",176
201410,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",315
201410,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",428
201410,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",172
201410,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",271
201410,A,"S,Su 6:00 AM - 8:00 AM",105
201410,B,"S,Su 6:00 AM - 8:00 AM",0
201410,C,"S,Su 6:00 AM - 8:00 AM",230
201410,D,"S,Su 6:00 AM - 8:00 AM",131
201410,E,"S,Su 6:00 AM - 8:00 AM",0
201411,A,"M,T,W,R,F 6:00 AM - 10:00 AM",90
201411,A,"M,T,W,R,F 10:00 AM - 1:00 PM",107
201411,B,"M,T,W,R,F 6:00 AM - 10:00 AM",169
201411,B,"M,T,W,R,F 10:00 AM - 1:00 PM",310
201411,C,"M,T,W,R,F 6:00 AM - 10:00 AM",215
201411,C,"M,T,W,R,F 10:00 AM - 1:00 PM",443
201411,D,"M,T,W,R,F 6:00 AM - 10:00 AM",160
201411,D,"M,T,W,R,F 10:00 AM - 1:00 PM",174
201411,E,"M,T,W,R,F 6:00 AM - 10:00 AM",143
201411,E,"M,T,W,R,F 10:00 AM - 1:00 PM",240
201411,A,"M,T,W,R,F 1:00 PM - 4:00 PM",170
201411,A,"M,T,W,R,F 4:00 PM - 6:00 PM",203
201411,B,"M,T,W,R,F 1:00 PM - 4:00 PM",362
201411,B,"M,T,W,R,F 4:00 PM - 6:00 PM",446
201411,C,"M,T,W,R,F 1:00 PM - 4:00 PM",567
201411,C,"M,T,W,R,F 4:00 PM - 6:00 PM",605
201411,D,"M,T,W,R,F 1:00 PM - 4:00 PM",129
201411,D,"M,T,W,R,F 4:00 PM - 6:00 PM",129
201411,E,"M,T,W,R,F 1:00 PM - 4:00 PM",299
201411,E,"M,T,W,R,F 4:00 PM - 6:00 PM",379
201411,A,"M,T,W,R,F 6:00 PM - 8:00 PM",292
201411,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",636
201411,B,"M,T,W,R,F 6:00 PM - 8:00 PM",661
201411,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1203
201411,C,"M,T,W,R,F 6:00 PM - 8:00 PM",712
201411,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1121
201411,D,"M,T,W,R,F 6:00 PM - 8:00 PM",183
201411,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",354
201411,E,"M,T,W,R,F 6:00 PM - 8:00 PM",481
201411,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",797
201411,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",386
201411,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",194
201411,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",591
201411,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",311
201411,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",838
201411,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",408
201411,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",236
201411,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",140
201411,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",464
201411,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",250
201411,A,"S,Su 6:00 AM - 8:00 AM",112
201411,A,"S,Su 8:00 AM - 1:00 PM",181
201411,B,"S,Su 6:00 AM - 8:00 AM",0
201411,B,"S,Su 8:00 AM - 1:00 PM",461
201411,C,"S,Su 6:00 AM - 8:00 AM",270
201411,C,"S,Su 8:00 AM - 1:00 PM",841
201411,D,"S,Su 6:00 AM - 8:00 AM",149
201411,D,"S,Su 8:00 AM - 1:00 PM",175
201411,E,"S,Su 6:00 AM - 8:00 AM",0
201411,E,"S,Su 8:00 AM - 1:00 PM",402
201411,A,"S,Su 1:00 PM - 8:00 PM",327
201411,B,"S,Su 1:00 PM - 8:00 PM",645
201411,C,"S,Su 1:00 PM - 8:00 PM",1039
201411,D,"S,Su 1:00 PM - 8:00 PM",209
201411,E,"S,Su 1:00 PM - 8:00 PM",569
201412,A,"M,T,W,R,F 6:00 AM - 10:00 AM",98
201412,A,"M,T,W,R,F 10:00 AM - 1:00 PM",137
201412,B,"M,T,W,R,F 6:00 AM - 10:00 AM",157
201412,B,"M,T,W,R,F 10:00 AM - 1:00 PM",338
201412,C,"M,T,W,R,F 6:00 AM - 10:00 AM",217
201412,C,"M,T,W,R,F 10:00 AM - 1:00 PM",439
201412,D,"M,T,W,R,F 6:00 AM - 10:00 AM",134
201412,D,"M,T,W,R,F 10:00 AM - 1:00 PM",143
201412,E,"M,T,W,R,F 6:00 AM - 10:00 AM",142
201412,E,"M,T,W,R,F 10:00 AM - 1:00 PM",217
201412,A,"M,T,W,R,F 1:00 PM - 4:00 PM",200
201412,A,"M,T,W,R,F 4:00 PM - 6:00 PM",204
201412,B,"M,T,W,R,F 1:00 PM - 4:00 PM",427
201412,B,"M,T,W,R,F 4:00 PM - 6:00 PM",484
201412,C,"M,T,W,R,F 1:00 PM - 4:00 PM",563
201412,C,"M,T,W,R,F 4:00 PM - 6:00 PM",584
201412,D,"M,T,W,R,F 1:00 PM - 4:00 PM",124
201412,D,"M,T,W,R,F 4:00 PM - 6:00 PM",122
201412,E,"M,T,W,R,F 1:00 PM - 4:00 PM",283
201412,E,"M,T,W,R,F 4:00 PM - 6:00 PM",337
201412,A,"M,T,W,R,F 6:00 PM - 8:00 PM",271
201412,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",644
201412,B,"M,T,W,R,F 6:00 PM - 8:00 PM",690
201412,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1209
201412,C,"M,T,W,R,F 6:00 PM - 8:00 PM",698
201412,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1093
201412,D,"M,T,W,R,F 6:00 PM - 8:00 PM",157
201412,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",283
201412,E,"M,T,W,R,F 6:00 PM - 8:00 PM",430
201412,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",744
201412,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",440
201412,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",229
201412,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",601
201412,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",335
201412,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",831
201412,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",394
201412,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",206
201412,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",141
201412,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",452
201412,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",253
201412,A,"S,Su 6:00 AM - 8:00 AM",116
201412,A,"S,Su 8:00 AM - 1:00 PM",215
201412,B,"S,Su 6:00 AM - 8:00 AM",0
201412,B,"S,Su 8:00 AM - 1:00 PM",532
201412,C,"S,Su 6:00 AM - 8:00 AM",231
201412,C,"S,Su 8:00 AM - 1:00 PM",753
201412,D,"S,Su 6:00 AM - 8:00 AM",118
201412,D,"S,Su 8:00 AM - 1:00 PM",141
201412,E,"S,Su 6:00 AM - 8:00 AM",0
201412,E,"S,Su 8:00 AM - 1:00 PM",340
201412,A,"S,Su 1:00 PM - 8:00 PM",323
201412,B,"S,Su 1:00 PM - 8:00 PM",671
201412,C,"S,Su 1:00 PM - 8:00 PM",978
201412,D,"S,Su 1:00 PM - 8:00 PM",174
201412,E,"S,Su 1:00 PM - 8:00 PM",522
201501,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",213
201501,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",349
201501,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",442
201501,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",161
201501,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",329
201501,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",399
201501,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",650
201501,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",932
201501,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",251
201501,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",560
201501,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",638
201501,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1380
201501,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1393
201501,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",463
201501,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",920
201501,A,"M,T,W,R,F 6:00 PM - 8:00 PM",284
201501,B,"M,T,W,R,F 6:00 PM - 8:00 PM",723
201501,C,"M,T,W,R,F 6:00 PM - 8:00 PM",899
201501,D,"M,T,W,R,F 6:00 PM - 8:00 PM",204
201501,E,"M,T,W,R,F 6:00 PM - 8:00 PM",568
201501,A,"M,T,W,R,F 4:00 PM - 6:00 PM",208
201501,B,"M,T,W,R,F 4:00 PM - 6:00 PM",500
201501,C,"M,T,W,R,F 4:00 PM - 6:00 PM",770
201501,D,"M,T,W,R,F 4:00 PM - 6:00 PM",141
201501,E,"M,T,W,R,F 4:00 PM - 6:00 PM",418
201501,A,"M,T,W,R,F 1:00 PM - 4:00 PM",164
201501,B,"M,T,W,R,F 1:00 PM - 4:00 PM",424
201501,C,"M,T,W,R,F 1:00 PM - 4:00 PM",728
201501,D,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201501,E,"M,T,W,R,F 1:00 PM - 4:00 PM",360
201501,A,"M,T,W,R,F 10:00 AM - 1:00 PM",124
201501,B,"M,T,W,R,F 10:00 AM - 1:00 PM",319
201501,C,"M,T,W,R,F 10:00 AM - 1:00 PM",583
201501,D,"M,T,W,R,F 10:00 AM - 1:00 PM",170
201501,E,"M,T,W,R,F 10:00 AM - 1:00 PM",292
201501,A,"M,T,W,R,F 6:00 AM - 10:00 AM",101
201501,B,"M,T,W,R,F 6:00 AM - 10:00 AM",154
201501,C,"M,T,W,R,F 6:00 AM - 10:00 AM",240
201501,D,"M,T,W,R,F 6:00 AM - 10:00 AM",148
201501,E,"M,T,W,R,F 6:00 AM - 10:00 AM",146
201501,A,"S,Su 6:00 AM - 8:00 AM",100
201501,B,"S,Su 6:00 AM - 8:00 AM",0
201501,C,"S,Su 6:00 AM - 8:00 AM",238
201501,D,"S,Su 6:00 AM - 8:00 AM",168
201501,E,"S,Su 6:00 AM - 8:00 AM",0
201501,A,"S,Su 8:00 AM - 1:00 PM",198
201501,B,"S,Su 8:00 AM - 1:00 PM",457
201501,C,"S,Su 8:00 AM - 1:00 PM",1010
201501,D,"S,Su 8:00 AM - 1:00 PM",165
201501,E,"S,Su 8:00 AM - 1:00 PM",461
201501,A,"S,Su 1:00 PM - 8:00 PM",376
201501,B,"S,Su 1:00 PM - 8:00 PM",724
201501,C,"S,Su 1:00 PM - 8:00 PM",1365
201501,D,"S,Su 1:00 PM - 8:00 PM",223
201501,E,"S,Su 1:00 PM - 8:00 PM",692
201502,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",195
201502,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",360
201502,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",416
201502,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",156
201502,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",324
201502,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",365
201502,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",682
201502,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",926
201502,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",270
201502,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",503
201502,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",544
201502,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1404
201502,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1347
201502,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",469
201502,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",856
201502,A,"M,T,W,R,F 6:00 PM - 8:00 PM",259
201502,B,"M,T,W,R,F 6:00 PM - 8:00 PM",720
201502,C,"M,T,W,R,F 6:00 PM - 8:00 PM",848
201502,D,"M,T,W,R,F 6:00 PM - 8:00 PM",186
201502,E,"M,T,W,R,F 6:00 PM - 8:00 PM",526
201502,A,"M,T,W,R,F 4:00 PM - 6:00 PM",181
201502,B,"M,T,W,R,F 4:00 PM - 6:00 PM",526
201502,C,"M,T,W,R,F 4:00 PM - 6:00 PM",673
201502,D,"M,T,W,R,F 4:00 PM - 6:00 PM",121
201502,E,"M,T,W,R,F 4:00 PM - 6:00 PM",434
201502,A,"M,T,W,R,F 1:00 PM - 4:00 PM",167
201502,B,"M,T,W,R,F 1:00 PM - 4:00 PM",425
201502,C,"M,T,W,R,F 1:00 PM - 4:00 PM",646
201502,D,"M,T,W,R,F 1:00 PM - 4:00 PM",123
201502,E,"M,T,W,R,F 1:00 PM - 4:00 PM",359
201502,A,"M,T,W,R,F 10:00 AM - 1:00 PM",122
201502,B,"M,T,W,R,F 10:00 AM - 1:00 PM",305
201502,C,"M,T,W,R,F 10:00 AM - 1:00 PM",479
201502,D,"M,T,W,R,F 10:00 AM - 1:00 PM",150
201502,E,"M,T,W,R,F 10:00 AM - 1:00 PM",290
201502,A,"M,T,W,R,F 6:00 AM - 10:00 AM",94
201502,B,"M,T,W,R,F 6:00 AM - 10:00 AM",143
201502,C,"M,T,W,R,F 6:00 AM - 10:00 AM",242
201502,D,"M,T,W,R,F 6:00 AM - 10:00 AM",148
201502,E,"M,T,W,R,F 6:00 AM - 10:00 AM",158
201502,A,"S,Su 6:00 AM - 8:00 AM",98
201502,B,"S,Su 6:00 AM - 8:00 AM",0
201502,C,"S,Su 6:00 AM - 8:00 AM",262
201502,D,"S,Su 6:00 AM - 8:00 AM",148
201502,E,"S,Su 6:00 AM - 8:00 AM",0
201502,A,"S,Su 8:00 AM - 1:00 PM",180
201502,B,"S,Su 8:00 AM - 1:00 PM",458
201502,C,"S,Su 8:00 AM - 1:00 PM",1005
201502,D,"S,Su 8:00 AM - 1:00 PM",143
201502,E,"S,Su 8:00 AM - 1:00 PM",430
201502,A,"S,Su 1:00 PM - 8:00 PM",296
201502,B,"S,Su 1:00 PM - 8:00 PM",764
201502,C,"S,Su 1:00 PM - 8:00 PM",1393
201502,D,"S,Su 1:00 PM - 8:00 PM",181
201502,E,"S,Su 1:00 PM - 8:00 PM",632
201503,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",231
201503,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",360
201503,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",438
201503,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",176
201503,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",281
201503,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",450
201503,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",638
201503,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",945
201503,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",315
201503,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",513
201503,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",651
201503,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1164
201503,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1389
201503,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",503
201503,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",856
201503,A,"M,T,W,R,F 6:00 PM - 8:00 PM",284
201503,B,"M,T,W,R,F 6:00 PM - 8:00 PM",589
201503,C,"M,T,W,R,F 6:00 PM - 8:00 PM",818
201503,D,"M,T,W,R,F 6:00 PM - 8:00 PM",163
201503,E,"M,T,W,R,F 6:00 PM - 8:00 PM",487
201503,A,"M,T,W,R,F 4:00 PM - 6:00 PM",191
201503,B,"M,T,W,R,F 4:00 PM - 6:00 PM",444
201503,C,"M,T,W,R,F 4:00 PM - 6:00 PM",673
201503,D,"M,T,W,R,F 4:00 PM - 6:00 PM",117
201503,E,"M,T,W,R,F 4:00 PM - 6:00 PM",403
201503,A,"M,T,W,R,F 1:00 PM - 4:00 PM",158
201503,B,"M,T,W,R,F 1:00 PM - 4:00 PM",368
201503,C,"M,T,W,R,F 1:00 PM - 4:00 PM",634
201503,D,"M,T,W,R,F 1:00 PM - 4:00 PM",123
201503,E,"M,T,W,R,F 1:00 PM - 4:00 PM",314
201503,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201503,B,"M,T,W,R,F 10:00 AM - 1:00 PM",257
201503,C,"M,T,W,R,F 10:00 AM - 1:00 PM",470
201503,D,"M,T,W,R,F 10:00 AM - 1:00 PM",154
201503,E,"M,T,W,R,F 10:00 AM - 1:00 PM",258
201503,A,"M,T,W,R,F 6:00 AM - 10:00 AM",102
201503,B,"M,T,W,R,F 6:00 AM - 10:00 AM",131
201503,C,"M,T,W,R,F 6:00 AM - 10:00 AM",209
201503,D,"M,T,W,R,F 6:00 AM - 10:00 AM",137
201503,E,"M,T,W,R,F 6:00 AM - 10:00 AM",147
201503,A,"S,Su 6:00 AM - 8:00 AM",115
201503,B,"S,Su 6:00 AM - 8:00 AM",0
201503,C,"S,Su 6:00 AM - 8:00 AM",265
201503,D,"S,Su 6:00 AM - 8:00 AM",171
201503,E,"S,Su 6:00 AM - 8:00 AM",0
201503,A,"S,Su 8:00 AM - 1:00 PM",195
201503,B,"S,Su 8:00 AM - 1:00 PM",442
201503,C,"S,Su 8:00 AM - 1:00 PM",1010
201503,D,"S,Su 8:00 AM - 1:00 PM",159
201503,E,"S,Su 8:00 AM - 1:00 PM",380
201503,A,"S,Su 1:00 PM - 8:00 PM",376
201503,B,"S,Su 1:00 PM - 8:00 PM",658
201503,C,"S,Su 1:00 PM - 8:00 PM",1381
201503,D,"S,Su 1:00 PM - 8:00 PM",184
201503,E,"S,Su 1:00 PM - 8:00 PM",596
201504,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",214
201504,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",348
201504,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",454
201504,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",159
201504,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",289
201504,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",403
201504,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",665
201504,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",947
201504,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",289
201504,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",518
201504,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",597
201504,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1132
201504,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1288
201504,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",451
201504,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",813
201504,A,"M,T,W,R,F 6:00 PM - 8:00 PM",271
