date,network,daypart,viewers
201504,B,"M,T,W,R,F 6:00 PM - 8:00 PM",603
201504,C,"M,T,W,R,F 6:00 PM - 8:00 PM",822
201504,D,"M,T,W,R,F 6:00 PM - 8:00 PM",195
201504,E,"M,T,W,R,F 6:00 PM - 8:00 PM",484
201504,A,"M,T,W,R,F 4:00 PM - 6:00 PM",184
201504,B,"M,T,W,R,F 4:00 PM - 6:00 PM",437
201504,C,"M,T,W,R,F 4:00 PM - 6:00 PM",695
201504,D,"M,T,W,R,F 4:00 PM - 6:00 PM",130
201504,E,"M,T,W,R,F 4:00 PM - 6:00 PM",386
201504,A,"M,T,W,R,F 1:00 PM - 4:00 PM",141
201504,B,"M,T,W,R,F 1:00 PM - 4:00 PM",365
201504,C,"M,T,W,R,F 1:00 PM - 4:00 PM",635
201504,D,"M,T,W,R,F 1:00 PM - 4:00 PM",127
201504,E,"M,T,W,R,F 1:00 PM - 4:00 PM",286
201504,A,"M,T,W,R,F 10:00 AM - 1:00 PM",128
201504,B,"M,T,W,R,F 10:00 AM - 1:00 PM",266
201504,C,"M,T,W,R,F 10:00 AM - 1:00 PM",468
201504,D,"M,T,W,R,F 10:00 AM - 1:00 PM",162
201504,E,"M,T,W,R,F 10:00 AM - 1:00 PM",250
201504,A,"M,T,W,R,F 6:00 AM - 10:00 AM",94
201504,B,"M,T,W,R,F 6:00 AM - 10:00 AM",132
201504,C,"M,T,W,R,F 6:00 AM - 10:00 AM",245
201504,D,"M,T,W,R,F 6:00 AM - 10:00 AM",138
201504,E,"M,T,W,R,F 6:00 AM - 10:00 AM",151
201504,A,"S,Su 6:00 AM - 8:00 AM",110
201504,B,"S,Su 6:00 AM - 8:00 AM",0
201504,C,"S,Su 6:00 AM - 8:00 AM",310
201504,D,"S,Su 6:00 AM - 8:00 AM",174
201504,E,"S,Su 6:00 AM - 8:00 AM",0
201504,A,"S,Su 8:00 AM - 1:00 PM",174
201504,B,"S,Su 8:00 AM - 1:00 PM",424
201504,C,"S,Su 8:00 AM - 1:00 PM",976
201504,D,"S,Su 8:00 AM - 1:00 PM",162
201504,E,"S,Su 8:00 AM - 1:00 PM",370
201504,A,"S,Su 1:00 PM - 8:00 PM",293
201504,B,"S,Su 1:00 PM - 8:00 PM",594
201504,C,"S,Su 1:00 PM - 8:00 PM",1295
201504,D,"S,Su 1:00 PM - 8:00 PM",215
201504,E,"S,Su 1:00 PM - 8:00 PM",493
201505,A,"S,Su 1:00 PM - 8:00 PM",246
201505,B,"S,Su 1:00 PM - 8:00 PM",545
201505,C,"S,Su 1:00 PM - 8:00 PM",1211
201505,D,"S,Su 1:00 PM - 8:00 PM",212
201505,E,"S,Su 1:00 PM - 8:00 PM",457
201505,A,"S,Su 6:00 AM - 8:00 AM",115
201505,B,"S,Su 6:00 AM - 8:00 AM",0
201505,C,"S,Su 6:00 AM - 8:00 AM",320
201505,D,"S,Su 6:00 AM - 8:00 AM",156
201505,E,"S,Su 6:00 AM - 8:00 AM",0
201505,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",199
201505,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",361
201505,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",459
201505,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",156
201505,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",270
201505,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",377
201505,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",618
201505,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",914
201505,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",268
201505,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",488
201505,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",522
201505,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1031
201505,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1288
201505,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",423
201505,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",774
201505,A,"M,T,W,R,F 4:00 PM - 6:00 PM",170
201505,B,"M,T,W,R,F 4:00 PM - 6:00 PM",412
201505,C,"M,T,W,R,F 4:00 PM - 6:00 PM",687
201505,D,"M,T,W,R,F 4:00 PM - 6:00 PM",121
201505,E,"M,T,W,R,F 4:00 PM - 6:00 PM",385
201505,A,"M,T,W,R,F 1:00 PM - 4:00 PM",140
201505,B,"M,T,W,R,F 1:00 PM - 4:00 PM",348
201505,C,"M,T,W,R,F 1:00 PM - 4:00 PM",635
201505,D,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201505,E,"M,T,W,R,F 1:00 PM - 4:00 PM",301
201505,A,"M,T,W,R,F 10:00 AM - 1:00 PM",107
201505,B,"M,T,W,R,F 10:00 AM - 1:00 PM",255
201505,C,"M,T,W,R,F 10:00 AM - 1:00 PM",463
201505,D,"M,T,W,R,F 10:00 AM - 1:00 PM",187
201505,E,"M,T,W,R,F 10:00 AM - 1:00 PM",242
201505,A,"M,T,W,R,F 6:00 AM - 10:00 AM",84
201505,B,"M,T,W,R,F 6:00 AM - 10:00 AM",130
201505,C,"M,T,W,R,F 6:00 AM - 10:00 AM",248
201505,D,"M,T,W,R,F 6:00 AM - 10:00 AM",161
201505,E,"M,T,W,R,F 6:00 AM - 10:00 AM",161
201505,A,"S,Su 8:00 AM - 1:00 PM",181
201505,B,"S,Su 8:00 AM - 1:00 PM",378
201505,C,"S,Su 8:00 AM - 1:00 PM",936
201505,D,"S,Su 8:00 AM - 1:00 PM",150
201505,E,"S,Su 8:00 AM - 1:00 PM",343
201505,A,"M,T,W,R,F 6:00 PM - 8:00 PM",225
201505,B,"M,T,W,R,F 6:00 PM - 8:00 PM",537
201505,C,"M,T,W,R,F 6:00 PM - 8:00 PM",828
201505,D,"M,T,W,R,F 6:00 PM - 8:00 PM",164
201505,E,"M,T,W,R,F 6:00 PM - 8:00 PM",467
201506,A,"S,Su 1:00 PM - 8:00 PM",237
201506,B,"S,Su 1:00 PM - 8:00 PM",584
201506,C,"S,Su 1:00 PM - 8:00 PM",1300
201506,D,"S,Su 1:00 PM - 8:00 PM",222
201506,E,"S,Su 1:00 PM - 8:00 PM",522
201506,A,"S,Su 6:00 AM - 8:00 AM",96
201506,B,"S,Su 6:00 AM - 8:00 AM",0
201506,C,"S,Su 6:00 AM - 8:00 AM",305
201506,D,"S,Su 6:00 AM - 8:00 AM",165
201506,E,"S,Su 6:00 AM - 8:00 AM",0
201506,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",195
201506,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",359
201506,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",469
201506,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",153
201506,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",264
201506,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",342
201506,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",639
201506,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",984
201506,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",243
201506,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",464
201506,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",486
201506,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1176
201506,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1520
201506,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",322
201506,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",702
201506,A,"M,T,W,R,F 4:00 PM - 6:00 PM",162
201506,B,"M,T,W,R,F 4:00 PM - 6:00 PM",436
201506,C,"M,T,W,R,F 4:00 PM - 6:00 PM",767
201506,D,"M,T,W,R,F 4:00 PM - 6:00 PM",130
201506,E,"M,T,W,R,F 4:00 PM - 6:00 PM",399
201506,A,"M,T,W,R,F 1:00 PM - 4:00 PM",132
201506,B,"M,T,W,R,F 1:00 PM - 4:00 PM",372
201506,C,"M,T,W,R,F 1:00 PM - 4:00 PM",722
201506,D,"M,T,W,R,F 1:00 PM - 4:00 PM",163
201506,E,"M,T,W,R,F 1:00 PM - 4:00 PM",336
201506,A,"M,T,W,R,F 10:00 AM - 1:00 PM",112
201506,B,"M,T,W,R,F 10:00 AM - 1:00 PM",260
201506,C,"M,T,W,R,F 10:00 AM - 1:00 PM",503
201506,D,"M,T,W,R,F 10:00 AM - 1:00 PM",193
201506,E,"M,T,W,R,F 10:00 AM - 1:00 PM",274
201506,A,"M,T,W,R,F 6:00 AM - 10:00 AM",93
201506,B,"M,T,W,R,F 6:00 AM - 10:00 AM",113
201506,C,"M,T,W,R,F 6:00 AM - 10:00 AM",253
201506,D,"M,T,W,R,F 6:00 AM - 10:00 AM",184
201506,E,"M,T,W,R,F 6:00 AM - 10:00 AM",148
201506,A,"S,Su 8:00 AM - 1:00 PM",148
201506,B,"S,Su 8:00 AM - 1:00 PM",386
201506,C,"S,Su 8:00 AM - 1:00 PM",986
201506,D,"S,Su 8:00 AM - 1:00 PM",176
201506,E,"S,Su 8:00 AM - 1:00 PM",331
201506,A,"M,T,W,R,F 6:00 PM - 8:00 PM",220
201506,B,"M,T,W,R,F 6:00 PM - 8:00 PM",597
201506,C,"M,T,W,R,F 6:00 PM - 8:00 PM",849
201506,D,"M,T,W,R,F 6:00 PM - 8:00 PM",156
201506,E,"M,T,W,R,F 6:00 PM - 8:00 PM",395
201507,A,"S,Su 1:00 PM - 8:00 PM",196
201507,B,"S,Su 1:00 PM - 8:00 PM",853
201507,C,"S,Su 1:00 PM - 8:00 PM",1301
201507,D,"S,Su 1:00 PM - 8:00 PM",214
201507,E,"S,Su 1:00 PM - 8:00 PM",501
201507,A,"S,Su 6:00 AM - 8:00 AM",91
201507,B,"S,Su 6:00 AM - 8:00 AM",0
201507,C,"S,Su 6:00 AM - 8:00 AM",298
201507,D,"S,Su 6:00 AM - 8:00 AM",164
201507,E,"S,Su 6:00 AM - 8:00 AM",0
201507,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",170
201507,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",473
201507,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",475
201507,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",178
201507,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",290
201507,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",325
201507,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",864
201507,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",1013
201507,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",317
201507,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",531
201507,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",448
201507,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1525
201507,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1446
201507,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",480
201507,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",760
201507,A,"M,T,W,R,F 4:00 PM - 6:00 PM",156
201507,B,"M,T,W,R,F 4:00 PM - 6:00 PM",602
201507,C,"M,T,W,R,F 4:00 PM - 6:00 PM",777
201507,D,"M,T,W,R,F 4:00 PM - 6:00 PM",131
201507,E,"M,T,W,R,F 4:00 PM - 6:00 PM",427
201507,A,"M,T,W,R,F 1:00 PM - 4:00 PM",129
201507,B,"M,T,W,R,F 1:00 PM - 4:00 PM",511
201507,C,"M,T,W,R,F 1:00 PM - 4:00 PM",737
201507,D,"M,T,W,R,F 1:00 PM - 4:00 PM",155
201507,E,"M,T,W,R,F 1:00 PM - 4:00 PM",388
201507,A,"M,T,W,R,F 10:00 AM - 1:00 PM",112
201507,B,"M,T,W,R,F 10:00 AM - 1:00 PM",364
201507,C,"M,T,W,R,F 10:00 AM - 1:00 PM",514
201507,D,"M,T,W,R,F 10:00 AM - 1:00 PM",208
201507,E,"M,T,W,R,F 10:00 AM - 1:00 PM",273
201507,A,"M,T,W,R,F 6:00 AM - 10:00 AM",85
201507,B,"M,T,W,R,F 6:00 AM - 10:00 AM",166
201507,C,"M,T,W,R,F 6:00 AM - 10:00 AM",254
201507,D,"M,T,W,R,F 6:00 AM - 10:00 AM",184
201507,E,"M,T,W,R,F 6:00 AM - 10:00 AM",157
201507,A,"S,Su 8:00 AM - 1:00 PM",157
201507,B,"S,Su 8:00 AM - 1:00 PM",492
201507,C,"S,Su 8:00 AM - 1:00 PM",1007
201507,D,"S,Su 8:00 AM - 1:00 PM",181
201507,E,"S,Su 8:00 AM - 1:00 PM",345
201507,A,"M,T,W,R,F 6:00 PM - 8:00 PM",197
201507,B,"M,T,W,R,F 6:00 PM - 8:00 PM",821
201507,C,"M,T,W,R,F 6:00 PM - 8:00 PM",841
201507,D,"M,T,W,R,F 6:00 PM - 8:00 PM",187
201507,E,"M,T,W,R,F 6:00 PM - 8:00 PM",451
201508,A,"S,Su 1:00 PM - 8:00 PM",211
201508,B,"S,Su 1:00 PM - 8:00 PM",540
201508,C,"S,Su 1:00 PM - 8:00 PM",1306
201508,D,"S,Su 1:00 PM - 8:00 PM",200
201508,E,"S,Su 1:00 PM - 8:00 PM",473
201508,A,"S,Su 6:00 AM - 8:00 AM",80
201508,B,"S,Su 6:00 AM - 8:00 AM",0
201508,C,"S,Su 6:00 AM - 8:00 AM",279
201508,D,"S,Su 6:00 AM - 8:00 AM",161
201508,E,"S,Su 6:00 AM - 8:00 AM",0
201508,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",159
201508,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",311
201508,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",418
201508,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",175
201508,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",247
201508,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",310
201508,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",543
201508,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",933
201508,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",283
201508,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",451
201508,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",462
201508,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1012
201508,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1435
201508,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",448
201508,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",721
201508,A,"M,T,W,R,F 4:00 PM - 6:00 PM",158
201508,B,"M,T,W,R,F 4:00 PM - 6:00 PM",390
201508,C,"M,T,W,R,F 4:00 PM - 6:00 PM",701
201508,D,"M,T,W,R,F 4:00 PM - 6:00 PM",130
201508,E,"M,T,W,R,F 4:00 PM - 6:00 PM",405
201508,A,"M,T,W,R,F 1:00 PM - 4:00 PM",134
201508,B,"M,T,W,R,F 1:00 PM - 4:00 PM",344
201508,C,"M,T,W,R,F 1:00 PM - 4:00 PM",680
201508,D,"M,T,W,R,F 1:00 PM - 4:00 PM",163
201508,E,"M,T,W,R,F 1:00 PM - 4:00 PM",350
201508,A,"M,T,W,R,F 10:00 AM - 1:00 PM",111
201508,B,"M,T,W,R,F 10:00 AM - 1:00 PM",253
201508,C,"M,T,W,R,F 10:00 AM - 1:00 PM",474
201508,D,"M,T,W,R,F 10:00 AM - 1:00 PM",199
201508,E,"M,T,W,R,F 10:00 AM - 1:00 PM",236
201508,A,"M,T,W,R,F 6:00 AM - 10:00 AM",75
201508,B,"M,T,W,R,F 6:00 AM - 10:00 AM",115
201508,C,"M,T,W,R,F 6:00 AM - 10:00 AM",225
201508,D,"M,T,W,R,F 6:00 AM - 10:00 AM",180
201508,E,"M,T,W,R,F 6:00 AM - 10:00 AM",139
201508,A,"S,Su 8:00 AM - 1:00 PM",169
201508,B,"S,Su 8:00 AM - 1:00 PM",351
201508,C,"S,Su 8:00 AM - 1:00 PM",949
201508,D,"S,Su 8:00 AM - 1:00 PM",157
201508,E,"S,Su 8:00 AM - 1:00 PM",353
201508,A,"M,T,W,R,F 6:00 PM - 8:00 PM",208
201508,B,"M,T,W,R,F 6:00 PM - 8:00 PM",510
201508,C,"M,T,W,R,F 6:00 PM - 8:00 PM",804
201508,D,"M,T,W,R,F 6:00 PM - 8:00 PM",172
201508,E,"M,T,W,R,F 6:00 PM - 8:00 PM",438
201509,A,"S,Su 1:00 PM - 8:00 PM",252
201509,B,"S,Su 1:00 PM - 8:00 PM",531
201509,C,"S,Su 1:00 PM - 8:00 PM",1170
201509,D,"S,Su 1:00 PM - 8:00 PM",148
201509,E,"S,Su 1:00 PM - 8:00 PM",456
201509,A,"S,Su 6:00 AM - 8:00 AM",93
201509,B,"S,Su 6:00 AM - 8:00 AM",0
201509,C,"S,Su 6:00 AM - 8:00 AM",261
201509,D,"S,Su 6:00 AM - 8:00 AM",166
201509,E,"S,Su 6:00 AM - 8:00 AM",0
201509,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",178
201509,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",300
201509,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",430
201509,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",190
201509,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",248
201509,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",325
201509,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",500
201509,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",910
201509,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",300
201509,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",450
201509,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",490
201509,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",871
201509,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1279
201509,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",535
201509,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",678
201509,A,"M,T,W,R,F 4:00 PM - 6:00 PM",172
201509,B,"M,T,W,R,F 4:00 PM - 6:00 PM",452
201509,C,"M,T,W,R,F 4:00 PM - 6:00 PM",658
201509,D,"M,T,W,R,F 4:00 PM - 6:00 PM",134
201509,E,"M,T,W,R,F 4:00 PM - 6:00 PM",389
201509,A,"M,T,W,R,F 1:00 PM - 4:00 PM",136
201509,B,"M,T,W,R,F 1:00 PM - 4:00 PM",374
201509,C,"M,T,W,R,F 1:00 PM - 4:00 PM",642
201509,D,"M,T,W,R,F 1:00 PM - 4:00 PM",160
201509,E,"M,T,W,R,F 1:00 PM - 4:00 PM",309
201509,A,"M,T,W,R,F 10:00 AM - 1:00 PM",115
201509,B,"M,T,W,R,F 10:00 AM - 1:00 PM",276
201509,C,"M,T,W,R,F 10:00 AM - 1:00 PM",471
201509,D,"M,T,W,R,F 10:00 AM - 1:00 PM",209
201509,E,"M,T,W,R,F 10:00 AM - 1:00 PM",240
201509,A,"M,T,W,R,F 6:00 AM - 10:00 AM",79
201509,B,"M,T,W,R,F 6:00 AM - 10:00 AM",142
201509,C,"M,T,W,R,F 6:00 AM - 10:00 AM",238
201509,D,"M,T,W,R,F 6:00 AM - 10:00 AM",192
201509,E,"M,T,W,R,F 6:00 AM - 10:00 AM",142
201509,A,"S,Su 8:00 AM - 1:00 PM",188
201509,B,"S,Su 8:00 AM - 1:00 PM",362
201509,C,"S,Su 8:00 AM - 1:00 PM",901
201509,D,"S,Su 8:00 AM - 1:00 PM",153
201509,E,"S,Su 8:00 AM - 1:00 PM",361
201509,A,"M,T,W,R,F 6:00 PM - 8:00 PM",238
201509,B,"M,T,W,R,F 6:00 PM - 8:00 PM",561
201509,C,"M,T,W,R,F 6:00 PM - 8:00 PM",796
201509,D,"M,T,W,R,F 6:00 PM - 8:00 PM",211
201509,E,"M,T,W,R,F 6:00 PM - 8:00 PM",427
201510,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",503
201510,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1074
201510,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1225
201510,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",420
201510,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",626
201510,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",344
201510,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",563
201510,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",888
201510,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",250
201510,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",407
201510,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",171
201510,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",318
201510,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",409
201510,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",155
201510,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",241
201510,A,"M,T,W,R,F 6:00 AM - 10:00 AM",73
201510,B,"M,T,W,R,F 6:00 AM - 10:00 AM",115
201510,C,"M,T,W,R,F 6:00 AM - 10:00 AM",190
201510,D,"M,T,W,R,F 6:00 AM - 10:00 AM",169
201510,E,"M,T,W,R,F 6:00 AM - 10:00 AM",158
201510,A,"M,T,W,R,F 10:00 AM - 1:00 PM",114
201510,B,"M,T,W,R,F 10:00 AM - 1:00 PM",259
201510,C,"M,T,W,R,F 10:00 AM - 1:00 PM",401
201510,D,"M,T,W,R,F 10:00 AM - 1:00 PM",175
201510,E,"M,T,W,R,F 10:00 AM - 1:00 PM",218
201510,A,"M,T,W,R,F 4:00 PM - 6:00 PM",160
201510,B,"M,T,W,R,F 4:00 PM - 6:00 PM",445
201510,C,"M,T,W,R,F 4:00 PM - 6:00 PM",620
201510,D,"M,T,W,R,F 4:00 PM - 6:00 PM",119
201510,E,"M,T,W,R,F 4:00 PM - 6:00 PM",369
201510,A,"M,T,W,R,F 6:00 PM - 8:00 PM",232
201510,B,"M,T,W,R,F 6:00 PM - 8:00 PM",581
201510,C,"M,T,W,R,F 6:00 PM - 8:00 PM",765
201510,D,"M,T,W,R,F 6:00 PM - 8:00 PM",149
201510,E,"M,T,W,R,F 6:00 PM - 8:00 PM",400
201510,A,"S,Su 6:00 AM - 8:00 AM",100
201510,B,"S,Su 6:00 AM - 8:00 AM",0
201510,C,"S,Su 6:00 AM - 8:00 AM",241
201510,D,"S,Su 6:00 AM - 8:00 AM",166
201510,E,"S,Su 6:00 AM - 8:00 AM",0
201510,A,"S,Su 8:00 AM - 1:00 PM",169
201510,B,"S,Su 8:00 AM - 1:00 PM",352
201510,C,"S,Su 8:00 AM - 1:00 PM",909
201510,D,"S,Su 8:00 AM - 1:00 PM",179
201510,E,"S,Su 8:00 AM - 1:00 PM",338
201510,A,"S,Su 1:00 PM - 8:00 PM",263
201510,B,"S,Su 1:00 PM - 8:00 PM",587
201510,C,"S,Su 1:00 PM - 8:00 PM",1105
201510,D,"S,Su 1:00 PM - 8:00 PM",198
201510,E,"S,Su 1:00 PM - 8:00 PM",506
201510,A,"M,T,W,R,F 1:00 PM - 4:00 PM",147
201510,B,"M,T,W,R,F 1:00 PM - 4:00 PM",387
201510,C,"M,T,W,R,F 1:00 PM - 4:00 PM",597
201510,D,"M,T,W,R,F 1:00 PM - 4:00 PM",146
201510,E,"M,T,W,R,F 1:00 PM - 4:00 PM",286
201511,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",566
201511,B,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1235
201511,C,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",1204
201511,D,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",403
201511,E,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",606
201511,A,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",360
201511,B,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",583
201511,C,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",855
201511,D,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",264
201511,E,"M,T,W,R,F,S,Su 11:00 PM - 1:00 AM",398
201511,A,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",186
201511,B,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",331
201511,C,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",408
201511,D,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",171
201511,E,"M,T,W,R,F,S,Su 1:00 AM - 6:00 AM",248
201511,A,"M,T,W,R,F 6:00 AM - 10:00 AM",90
201511,B,"M,T,W,R,F 6:00 AM - 10:00 AM",125
201511,C,"M,T,W,R,F 6:00 AM - 10:00 AM",226
201511,D,"M,T,W,R,F 6:00 AM - 10:00 AM",171
201511,E,"M,T,W,R,F 6:00 AM - 10:00 AM",129
201511,A,"M,T,W,R,F 10:00 AM - 1:00 PM",112
201511,B,"M,T,W,R,F 10:00 AM - 1:00 PM",254
201511,C,"M,T,W,R,F 10:00 AM - 1:00 PM",473
201511,D,"M,T,W,R,F 10:00 AM - 1:00 PM",190
201511,E,"M,T,W,R,F 10:00 AM - 1:00 PM",233
201511,A,"M,T,W,R,F 4:00 PM - 6:00 PM",179
201511,B,"M,T,W,R,F 4:00 PM - 6:00 PM",484
201511,C,"M,T,W,R,F 4:00 PM - 6:00 PM",652
201511,D,"M,T,W,R,F 4:00 PM - 6:00 PM",118
201511,E,"M,T,W,R,F 4:00 PM - 6:00 PM",308
201511,A,"M,T,W,R,F 6:00 PM - 8:00 PM",272
201511,B,"M,T,W,R,F 6:00 PM - 8:00 PM",670
201511,C,"M,T,W,R,F 6:00 PM - 8:00 PM",805
201511,D,"M,T,W,R,F 6:00 PM - 8:00 PM",173
201511,E,"M,T,W,R,F 6:00 PM - 8:00 PM",354
201511,A,"S,Su 6:00 AM - 8:00 AM",106
201511,B,"S,Su 6:00 AM - 8:00 AM",0
201511,C,"S,Su 6:00 AM - 8:00 AM",293
201511,D,"S,Su 6:00 AM - 8:00 AM",167
201511,E,"S,Su 6:00 AM - 8:00 AM",0
201511,A,"S,Su 8:00 AM - 1:00 PM",186
201511,B,"S,Su 8:00 AM - 1:00 PM",420
201511,C,"S,Su 8:00 AM - 1:00 PM",917
201511,D,"S,Su 8:00 AM - 1:00 PM",139
201511,E,"S,Su 8:00 AM - 1:00 PM",331
201511,A,"S,Su 1:00 PM - 8:00 PM",297
201511,B,"S,Su 1:00 PM - 8:00 PM",651
201511,C,"S,Su 1:00 PM - 8:00 PM",1116
201511,D,"S,Su 1:00 PM - 8:00 PM",177
201511,E,"S,Su 1:00 PM - 8:00 PM",472
201511,A,"M,T,W,R,F 1:00 PM - 4:00 PM",152
201511,B,"M,T,W,R,F 1:00 PM - 4:00 PM",388
201511,C,"M,T,W,R,F 1:00 PM - 4:00 PM",625
201511,D,"M,T,W,R,F 1:00 PM - 4:00 PM",136
201511,E,"M,T,W,R,F 1:00 PM - 4:00 PM",330
201512,A,"M,T,W,R,F,S,Su 8:00 PM - 11:00 PM",566
